budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
82000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",http://suckerpunchmovie.warnerbros.com,23629,"[{""id"": 1411, ""name"": ""brothel""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 2884, ""name"": ""asylum""}, {""id"": 3026, ""name"": ""reality""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18128, ""name"": ""inmate""}, {""id"": 18677, ""name"": ""alternative""}, {""id"": 170344, ""name"": ""imagination""}, {""id"": 189400, ""name"": ""lobotomy""}]",en,Sucker Punch,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",39.127082,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Lennox House Films"", ""id"": 22119}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-24,89792502,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,You will be unprepared,Sucker Punch,5.9,1623
73000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",http://www.angrybirds-movie.com/en/,153518,"[{""id"": 2041, ""name"": ""island""}, {""id"": 2646, ""name"": ""bird""}, {""id"": 4931, ""name"": ""pig""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 199263, ""name"": ""anger management""}, {""id"": 209714, ""name"": ""3d""}]",en,The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",45.720894,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Rovio Entertainment"", ""id"": 18642}, {""name"": ""Sony Pictures Imageworks (SPI)"", ""id"": 30692}, {""name"": ""Rovio Mobile"", ""id"": 50848}, {""name"": ""Rovio Animation"", ""id"": 91920}]","[{""iso_3166_1"": ""FI"", ""name"": ""Finland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-11,349779543,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Why so angry?,The Angry Birds Movie,5.9,1022
70000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.warnerbros.com/fools-gold,8676,"[{""id"": 720, ""name"": ""helicopter""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 1422, ""name"": ""boat""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 1964, ""name"": ""cave""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 3342, ""name"": ""yacht""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 3468, ""name"": ""jet ski""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14785, ""name"": ""underwater""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 41185, ""name"": ""heiress""}, {""id"": 163758, ""name"": ""ex-husband ex-wife relationship""}, {""id"": 194943, ""name"": ""henchmen""}]",en,Fool's Gold,"Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch will stop at nothing to beat him to it.",21.789614999999998,"[{""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-07,111231041,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This February True Love Takes a Dive.,Fool's Gold,5.4,444
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.funnypeoplemovie.com,20829,"[{""id"": 3485, ""name"": ""comedian""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 12648, ""name"": ""bromance""}, {""id"": 33731, ""name"": ""stand-up comedian""}]",en,Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",20.199057,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Apatow Productions"", ""id"": 10105}, {""name"": ""Madison 23"", ""id"": 11708}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-31,61458982,146.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"George Simmons was prepared to die, but then a funny thing happened.",Funny People,5.7,390
70000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",http://www.thekingdommovie.com/,4349,"[{""id"": 441, ""name"": ""assassination""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1653, ""name"": ""explosive""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 5174, ""name"": ""saudi arabia""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6780, ""name"": ""medical examiner""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 173259, ""name"": ""arab""}, {""id"": 206544, ""name"": ""bomb attack""}]",en,The Kingdom,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,26.123704999999998,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""FilmWorks"", ""id"": 7786}, {""name"": ""MDBF Zweite Filmgesellschaft"", ""id"": 12246}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-22,86658558,110.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How do you stop an enemy who isn't afraid to die?,The Kingdom,6.5,513
72500000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.sonypictures.com/homevideo/talladeganights/,9718,"[{""id"": 5922, ""name"": ""north carolina""}, {""id"": 6157, ""name"": ""prayer""}, {""id"": 9848, ""name"": ""family dinner""}, {""id"": 15086, ""name"": ""advertising""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 33726, ""name"": ""motor""}, {""id"": 159953, ""name"": ""automobile racing""}, {""id"": 161630, ""name"": ""nascar""}, {""id"": 161635, ""name"": ""dog trainer""}, {""id"": 161636, ""name"": ""car movie""}, {""id"": 161643, ""name"": ""sport competition""}, {""id"": 161647, ""name"": ""psychosomatic illness""}, {""id"": 161652, ""name"": ""french stereotype""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Talladega Nights: The Ballad of Ricky Bobby,"Lifelong friends and national idols Ricky Bobby and Cal Naughton Jr. have earned their NASCAR stripes with their uncanny knack of finishing races in the first and second slots, respectively, and slinging catchphrases like ""Shake and bake!"" But when a rival French driver coasts onto the track to challenge their records, they'll have to floor it to retain their top-dog status.",12.599836,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-04,162966177,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of a man who could only count to #1,Talladega Nights: The Ballad of Ricky Bobby,6.2,491
75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.simpsonsmovie.com/,35,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1889, ""name"": ""lake""}, {""id"": 2181, ""name"": ""springfield""}, {""id"": 2184, ""name"": ""the simpsons""}, {""id"": 2205, ""name"": ""duff beer""}, {""id"": 3700, ""name"": ""garbage""}, {""id"": 4931, ""name"": ""pig""}, {""id"": 6305, ""name"": ""pollution""}, {""id"": 6832, ""name"": ""environmental protection agency""}, {""id"": 6898, ""name"": ""quarantine""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10061, ""name"": ""dysfunctional marriage""}, {""id"": 15174, ""name"": ""ecology""}, {""id"": 40922, ""name"": ""saving lives""}, {""id"": 157303, ""name"": ""first love""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 192544, ""name"": ""donuts""}]",en,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",46.875375,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-07-25,527068851,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,See our family. And feel better about yours.,The Simpsons Movie,6.9,2264
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.shrek2.com/,809,"[{""id"": 378, ""name"": ""prison""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2676, ""name"": ""honeymoon""}, {""id"": 3453, ""name"": ""parents-in-law""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 4158, ""name"": ""enchantment""}, {""id"": 4159, ""name"": ""dancing scene""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 6187, ""name"": ""fairy-tale figure""}]",en,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",47.320801,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-05-19,919838758,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Once upon another time...,Shrek 2,6.7,2988
120000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://disney.go.com/disneyvideos/animatedfilms/cars/,920,"[{""id"": 830, ""name"": ""car race""}, {""id"": 1926, ""name"": ""car journey""}, {""id"": 3787, ""name"": ""village and town""}, {""id"": 3796, ""name"": ""auto""}, {""id"": 4944, ""name"": ""route 66""}, {""id"": 4945, ""name"": ""wrecker""}, {""id"": 4946, ""name"": ""porsche""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 6007, ""name"": ""media""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",82.643036,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-06-08,461983149,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""yi"", ""name"": """"}]",Released,Ahhh... it's got that new movie smell.,Cars,6.6,3877
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.sonypictures.com/movies/xxx/,7451,"[{""id"": 999, ""name"": ""sports car""}, {""id"": 1865, ""name"": ""biological weapon""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 3530, ""name"": ""prague""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 10456, ""name"": ""athlete""}, {""id"": 217142, ""name"": ""nsa agent""}, {""id"": 234505, ""name"": ""adrenaline junkie""}, {""id"": 234506, ""name"": ""thrill seeker""}]",en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",46.217769,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-09,277448382,124.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,A New Breed Of Secret Agent.,xXx,5.8,1424
74000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.spongebobmovie.com/,228165,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 658, ""name"": ""sea""}, {""id"": 3412, ""name"": ""star""}, {""id"": 4237, ""name"": ""water""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 190852, ""name"": ""sponge""}, {""id"": 204222, ""name"": ""spongebob""}, {""id"": 209220, ""name"": ""live action and animation""}]",en,The SpongeBob Movie: Sponge Out of Water,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",36.952268,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Nickelodeon Animation Studios"", ""id"": 4859}, {""name"": ""United Plankton Pictures"", ""id"": 8921}, {""name"": ""Disruption Entertainment"", ""id"": 10256}, {""name"": ""Paramount Animation"", ""id"": 24955}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-05,311594032,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's leaving his world behind.,The SpongeBob Movie: Sponge Out of Water,5.8,719
70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",http://www.inglouriousbasterds-movie.com/,16869,"[{""id"": 90, ""name"": ""paris""}, {""id"": 1008, ""name"": ""guerrilla""}, {""id"": 1388, ""name"": ""cinema""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1560, ""name"": ""dynamite""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2433, ""name"": ""jew persecution""}, {""id"": 2606, ""name"": ""jew""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 3260, ""name"": ""masochism""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 5470, ""name"": ""scalp""}, {""id"": 6538, ""name"": ""winston churchill""}, {""id"": 9851, ""name"": ""knife in hand""}, {""id"": 10144, ""name"": ""anti semitism""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11105, ""name"": ""swastika""}, {""id"": 11249, ""name"": ""blood bath""}, {""id"": 13519, ""name"": ""german occupation of france""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 163656, ""name"": ""gun violence""}]",en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Zehnte Babelsberg"", ""id"": 6817}, {""name"": ""Visiona Romantica"", ""id"": 6818}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-18,319131050,153.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Once upon a time in Nazi occupied France...,Inglourious Basterds,7.9,6430
